symbol,date,monthly.returns
NFLX,2016-05-31,0.13928691701973683
NFLX,2016-06-30,-0.10812125377790771
NFLX,2016-07-29,-0.0025142434680505144
NFLX,2016-08-31,0.06794517260273958
NFLX,2016-09-30,0.011287901835440817
NFLX,2016-10-31,0.2670725438739965
NFLX,2016-11-30,-0.06302556907922874
NFLX,2016-12-30,0.05811968376068388
NFLX,2017-01-31,0.13659130525223007
NFLX,2017-02-28,0.010091663203456669
NFLX,2017-03-31,0.039963363119560835
NFLX,2017-04-28,0.02970028455044016
NFLX,2017-05-31,0.0714192523932835
NFLX,2017-06-30,-0.08376772192080684
NFLX,2017-07-31,0.21584900031192022
NFLX,2017-08-31,-0.03825826735091342
NFLX,2017-09-29,0.038005830999709334
NFLX,2017-10-31,0.08315404742804366
NFLX,2017-11-30,-0.045054173575213574
NFLX,2017-12-29,0.02335006372374382
NFLX,2018-01-31,0.4081057415256293
NFLX,2018-02-28,0.07798748773899322
NFLX,2018-03-29,0.013624823021058052
NFLX,2018-04-30,0.0579312160230665
NFLX,2018-05-31,0.12526408541053824
NFLX,2018-06-29,0.11328209988710869
NFLX,2018-07-31,-0.13790456011376728
NFLX,2018-08-31,0.0895835825307365
NFLX,2018-09-28,0.017542461169487655
NFLX,2018-10-31,-0.19338199297861713
NFLX,2018-11-30,-0.051858950400486936
NFLX,2018-12-28,-0.10502225378285635
